"approach","parameter","truth","mean_est","bias","rmse","mae","sd_est","coverage","ci_width","n_ok","dep_type","dep_par","k_true","n","r","r_label","n_exc","n_exc_nom","S","m","sigma","p_thresh","threshold","cred_mass","interval","seed","secs"
"Cluster maxima (POT)","zm",36.7992154872864,87.6418034351822,50.8425879478958,1399.92662512836,74.5773079848501,1399.07302437249,0.4979,410.914171628874,10000,"log",0.4,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",241806,96.9750070571899
"Conventional","k",0.3,0.145531386388899,-0.154468613611101,0.277078040352839,0.23202240849202,0.230036909109797,0.5718,0.4734579049456,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Weighted GPD","k",0.3,0.291541049795731,-0.00845895020426882,0.24169497668821,0.189785308798987,0.241558984498725,0.7264,0.517492569303745,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Cluster maxima (POT)","k",0.3,0.224034571350324,-0.075965428649676,0.328920094428288,0.247542595036623,0.320043629777692,0.6244,0.512171702223799,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Conventional","sigma",2.46800032596779,2.73166058573308,0.263660259765293,1.16587915804003,0.692714210235042,1.29624888321672,NA,NA,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Weighted GPD","sigma",2.46800032596779,2.16802934378993,-0.299970982177861,0.783136864123085,0.592587063922811,0.865573342568251,NA,NA,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Cluster maxima (POT)","sigma",2.46800032596779,2.73848018167471,0.27047985570692,2.05290188077072,0.891182300378702,2.14137169487745,NA,NA,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Conventional","zm",29.2644256180987,29.8643348079134,0.599909189814763,71.2955674149655,17.0061214933692,71.2966083528672,0.3688,33.5255104943968,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Weighted GPD","zm",29.2644256180987,32.8082794282188,3.5438538101201,56.5327389988504,16.1654624071131,56.4243746078734,0.5,40.1660284517788,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Cluster maxima (POT)","zm",29.2644256180987,33.7918064335514,4.52738081545268,64.0199068797865,16.5527843834839,63.8628150472791,0.4867,42.5321310648213,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",241819,390.400979995728
"Conventional","k",0.3,0.145531386388899,-0.154468613611101,0.277078040352839,0.23202240849202,0.230036909109797,0.5718,0.4734579049456,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Weighted GPD","k",0.3,0.291541049795731,-0.00845895020426882,0.24169497668821,0.189785308798987,0.241558984498725,0.7264,0.517492569303745,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Cluster maxima (POT)","k",0.3,0.224034571350324,-0.075965428649676,0.328920094428288,0.247542595036623,0.320043629777692,0.6244,0.512171702223799,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Conventional","sigma",2.46800032596779,2.73166058573308,0.263660259765293,1.16587915804003,0.692714210235042,1.29624888321672,NA,NA,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Weighted GPD","sigma",2.46800032596779,2.16802934378993,-0.299970982177861,0.783136864123085,0.592587063922811,0.865573342568251,NA,NA,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Cluster maxima (POT)","sigma",2.46800032596779,2.73848018167471,0.27047985570692,2.05290188077072,0.891182300378702,2.14137169487745,NA,NA,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Conventional","zm",36.7992154872864,42.1042542085581,5.30503872127171,212.933981130961,28.9566125377642,212.878530179319,0.4055,78.5936358472068,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Weighted GPD","zm",36.7992154872864,47.8135697332521,11.0143542459656,192.965209395559,28.417865883899,192.660239370764,0.5482,92.0035559807243,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Cluster maxima (POT)","zm",36.7992154872864,49.3101866882375,12.510971200951,215.638560017368,29.7552743759609,215.286086349933,0.5214,105.317660979078,10000,"log",0.4,0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",241819,366.478702306747
"Conventional","k",0.3,0.203009200530252,-0.0969907994697484,0.225424823810908,0.185187484461953,0.203502524151745,0.5209,0.343646523253909,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Weighted GPD","k",0.3,0.309935406534537,0.00993540653453746,0.175182340999801,0.137799859669668,0.174909118158904,0.7128,0.36487634478014,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Cluster maxima (POT)","k",0.3,0.27203276565508,-0.0279672343449196,0.212815772789321,0.166508078546286,0.210980658437772,0.6228,0.35733527188852,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Conventional","sigma",2.46230155240515,2.63585861607526,0.17355706367011,0.692208833506637,0.483014586489319,0.77509071545134,NA,NA,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Weighted GPD","sigma",2.46230155240515,2.21293770770434,-0.249363844700816,0.537767648892164,0.440745440086218,0.566353841081669,NA,NA,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Cluster maxima (POT)","sigma",2.46230155240515,2.5292032045084,0.0669016521032426,0.797241466649017,0.564208417730179,0.86622882173757,NA,NA,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Conventional","zm",29.2644256180987,31.5211176197289,2.25669200163017,65.6664596725731,15.113759909042,65.6309531344806,0.3429,22.4560295209727,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Weighted GPD","zm",29.2644256180987,30.6347475309993,1.37032191290058,16.975305532049,10.6814823459823,16.9207519616042,0.4876,20.998818900532,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Cluster maxima (POT)","zm",29.2644256180987,30.9882933413008,1.72386772320215,16.9108230173547,10.507820064135,16.8235703240733,0.4795,20.4693874684175,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",241845,501.176266908646
"Conventional","k",0.3,0.203009200530252,-0.0969907994697484,0.225424823810908,0.185187484461953,0.203502524151745,0.5209,0.343646523253909,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Weighted GPD","k",0.3,0.309935406534537,0.00993540653453746,0.175182340999801,0.137799859669668,0.174909118158904,0.7128,0.36487634478014,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Cluster maxima (POT)","k",0.3,0.27203276565508,-0.0279672343449196,0.212815772789321,0.166508078546286,0.210980658437772,0.6228,0.35733527188852,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Conventional","sigma",2.46230155240515,2.63585861607526,0.17355706367011,0.692208833506637,0.483014586489319,0.77509071545134,NA,NA,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Weighted GPD","sigma",2.46230155240515,2.21293770770434,-0.249363844700816,0.537767648892164,0.440745440086218,0.566353841081669,NA,NA,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Cluster maxima (POT)","sigma",2.46230155240515,2.5292032045084,0.0669016521032426,0.797241466649017,0.564208417730179,0.86622882173757,NA,NA,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Conventional","zm",36.7992154872864,44.3189387734475,7.51972328616106,189.250256076598,26.2843215401576,189.110257404782,0.3733,48.2519585242129,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Weighted GPD","zm",36.7992154872864,40.8802693913516,4.08105390406517,30.6890431016543,16.9861431112162,30.4180027453548,0.5342,39.618775178885,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Cluster maxima (POT)","zm",36.7992154872864,40.9441232822595,4.14490779497305,30.6257304717018,16.871104480479,30.3454640929348,0.5173,38.3753324299947,10000,"log",0.4,0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",241845,467.400342941284
"Conventional","k",0.3,0.226504137907329,-0.0734958620926714,0.193040772370325,0.157068390849467,0.178511301269849,0.5147,0.283117109082652,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Weighted GPD","k",0.3,0.315193610839891,0.0151936108398913,0.143555537787007,0.112620412650331,0.142756381844801,0.7129,0.297480500923151,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Cluster maxima (POT)","k",0.3,0.285157117568099,-0.0148428824319008,0.170292622968613,0.134100681238607,0.169653012036605,0.6213,0.290789449083998,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Conventional","sigma",2.46013519067919,2.57730476533107,0.117169574651887,0.51757629804281,0.37514852050264,0.589040129792654,NA,NA,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Weighted GPD","sigma",2.46013519067919,2.22664965529944,-0.233485535379746,0.440526989134528,0.364663810744467,0.446592913945582,NA,NA,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Cluster maxima (POT)","sigma",2.46013519067919,2.4740572979036,0.0139221072244107,0.589080979080795,0.444078159862196,0.645755425311491,NA,NA,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Conventional","zm",29.2644256180987,30.1601448759331,0.895719257834416,29.7985172686249,11.9591736446461,29.786541293408,0.3431,15.6447764405202,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Weighted GPD","zm",29.2644256180987,30.0406922201885,0.776266602089817,12.5999786958766,8.49883992596922,12.5766724759803,0.4906,15.6941112312036,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Cluster maxima (POT)","zm",29.2644256180987,30.3321142711816,1.06768865308295,12.5052854912802,8.34342430135122,12.4602460622451,0.4823,15.2971051069749,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,2000,1,0.95,"empirical",0.95,"eti",241871,1895.10311174393
"Conventional","k",0.3,0.226504137907329,-0.0734958620926714,0.193040772370325,0.157068390849467,0.178511301269849,0.5147,0.283117109082652,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Weighted GPD","k",0.3,0.315193610839891,0.0151936108398913,0.143555537787007,0.112620412650331,0.142756381844801,0.7129,0.297480500923151,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Cluster maxima (POT)","k",0.3,0.285157117568099,-0.0148428824319008,0.170292622968613,0.134100681238607,0.169653012036605,0.6213,0.290789449083998,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Conventional","sigma",2.46013519067919,2.57730476533107,0.117169574651887,0.51757629804281,0.37514852050264,0.589040129792654,NA,NA,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Weighted GPD","sigma",2.46013519067919,2.22664965529944,-0.233485535379746,0.440526989134528,0.364663810744467,0.446592913945582,NA,NA,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Cluster maxima (POT)","sigma",2.46013519067919,2.4740572979036,0.0139221072244107,0.589080979080795,0.444078159862196,0.645755425311491,NA,NA,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Conventional","zm",36.7992154872864,40.0102437211549,3.21102823386848,62.4203232006571,19.4643794422524,62.3407946983687,0.3726,29.7739168961815,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Weighted GPD","zm",36.7992154872864,39.3805032011319,2.58128771384548,21.4756645645918,13.3065945587674,21.3210361119553,0.5387,28.4378022643956,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Cluster maxima (POT)","zm",36.7992154872864,39.4128021426001,2.6135866553137,21.3912076242982,13.2098233477981,21.2320043383054,0.5236,27.5451131418677,10000,"log",0.4,0.3,6000,NA,"auto",299.9999,300,10000,4000,1,0.95,"empirical",0.95,"eti",241871,2251.47950458527
"Conventional","k",0.3,0.238764160474402,-0.0612358395255978,0.172603597677063,0.140889591553959,0.161383947053284,0.4947,0.246158087174631,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Weighted GPD","k",0.3,0.317403280151586,0.0174032801515859,0.123519716118306,0.0964722635487317,0.122293669844685,0.7157,0.256872705787211,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Cluster maxima (POT)","k",0.3,0.293230258684814,-0.00676974131518627,0.143527833519382,0.113064300554344,0.143375260222318,0.6328,0.251445958772024,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Conventional","sigma",2.46008343042545,2.56370727144454,0.103623841019095,0.444702296630555,0.331361856427614,0.503901295362444,NA,NA,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Weighted GPD","sigma",2.46008343042545,2.24941488362877,-0.210668546796682,0.394630771123103,0.32688876614782,0.395989278915306,NA,NA,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Cluster maxima (POT)","sigma",2.46008343042545,2.4445340993433,-0.0155493310821479,0.489711436115711,0.378167746889843,0.537886776469295,NA,NA,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Conventional","zm",29.2644256180987,29.6246389023654,0.360213284266718,24.014230701523,10.2271689956409,24.0127296177294,0.3309,12.5731218021026,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Weighted GPD","zm",29.2644256180987,29.8335806328823,0.569155014783648,9.98787920058004,7.21457501846378,9.97214810701851,0.4957,13.00074155012,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Cluster maxima (POT)","zm",29.2644256180987,30.0498126945768,0.785387076478129,9.88127316203658,7.06969882687658,9.85050403207136,0.4933,12.6827719177854,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,2000,1,0.95,"empirical",0.95,"eti",241897,3193.92831039429
"Conventional","k",0.3,0.238764160474402,-0.0612358395255978,0.172603597677063,0.140889591553959,0.161383947053284,0.4947,0.246158087174631,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Weighted GPD","k",0.3,0.317403280151586,0.0174032801515859,0.123519716118306,0.0964722635487317,0.122293669844685,0.7157,0.256872705787211,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Cluster maxima (POT)","k",0.3,0.293230258684814,-0.00676974131518627,0.143527833519382,0.113064300554344,0.143375260222318,0.6328,0.251445958772024,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Conventional","sigma",2.46008343042545,2.56370727144454,0.103623841019095,0.444702296630555,0.331361856427614,0.503901295362444,NA,NA,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Weighted GPD","sigma",2.46008343042545,2.24941488362877,-0.210668546796682,0.394630771123103,0.32688876614782,0.395989278915306,NA,NA,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Cluster maxima (POT)","sigma",2.46008343042545,2.4445340993433,-0.0155493310821479,0.489711436115711,0.378167746889843,0.537886776469295,NA,NA,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Conventional","zm",36.7992154872864,38.546637035542,1.74742154825561,52.7246614191823,16.3279227468058,52.6983315780985,0.3595,22.9453034825231,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Weighted GPD","zm",36.7992154872864,38.7390323314933,1.9398168442069,16.2611565170412,11.1664100177293,16.1458474761072,0.5467,23.0849972485203,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Cluster maxima (POT)","zm",36.7992154872864,38.7250578862328,1.92584239894634,16.1785629083003,11.0800260696413,16.0643342568487,0.5331,22.3857020978794,10000,"log",0.4,0.3,8000,NA,"auto",400,400,10000,4000,1,0.95,"empirical",0.95,"eti",241897,2148.66122412682
"Conventional","k",0.3,0.250076567610915,-0.0499234323890846,0.158293424098997,0.127779424200575,0.150222221002906,0.4982,0.221159206505817,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Weighted GPD","k",0.3,0.318983582007605,0.0189835820076049,0.111205111564055,0.0875326702547507,0.109578287960041,0.7128,0.229213233019015,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Cluster maxima (POT)","k",0.3,0.297709588683048,-0.00229041131695234,0.127987486275596,0.101713800679366,0.127973389335373,0.6299,0.224595983672914,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Conventional","sigma",2.45922343724103,2.54610167232379,0.0868782350827599,0.387794373039503,0.29304028604271,0.44120888114307,NA,NA,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Weighted GPD","sigma",2.45922343724103,2.26227786958479,-0.196945567656238,0.357466513298109,0.294435424486314,0.354030109889162,NA,NA,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Cluster maxima (POT)","sigma",2.45922343724103,2.43190710536304,-0.0273163318779904,0.428850392173871,0.334900821977216,0.471311074683971,NA,NA,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Conventional","zm",29.2644256180987,29.5922064273627,0.327780809263978,16.2791647488162,9.20561517185051,16.2766783369933,0.334,10.969023124583,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Weighted GPD","zm",29.2644256180987,29.7659096240786,0.501484005979883,8.70489972183583,6.4365003790132,8.69087717630236,0.4926,11.3608378306368,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Cluster maxima (POT)","zm",29.2644256180987,29.9546896517995,0.690264033700811,8.61906770077639,6.32275892733991,8.59181270273612,0.4884,11.0949676681651,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,2000,1,0.95,"empirical",0.95,"eti",243187,2974.90261149406
"Conventional","k",0.3,0.250076567610915,-0.0499234323890846,0.158293424098997,0.127779424200575,0.150222221002906,0.4982,0.221159206505817,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Weighted GPD","k",0.3,0.318983582007605,0.0189835820076049,0.111205111564055,0.0875326702547507,0.109578287960041,0.7128,0.229213233019015,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Cluster maxima (POT)","k",0.3,0.297709588683048,-0.00229041131695234,0.127987486275596,0.101713800679366,0.127973389335373,0.6299,0.224595983672914,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Conventional","sigma",2.45922343724103,2.54610167232379,0.0868782350827599,0.387794373039503,0.29304028604271,0.44120888114307,NA,NA,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Weighted GPD","sigma",2.45922343724103,2.26227786958479,-0.196945567656238,0.357466513298109,0.294435424486314,0.354030109889162,NA,NA,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Cluster maxima (POT)","sigma",2.45922343724103,2.43190710536304,-0.0273163318779904,0.428850392173871,0.334900821977216,0.471311074683971,NA,NA,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Conventional","zm",36.7992154872864,38.1508638296987,1.35164834241223,29.6713953598307,14.4870875282942,29.6420750727627,0.3635,19.5307028037575,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Weighted GPD","zm",36.7992154872864,38.4802009175823,1.68098543029586,13.991652952834,9.93144655489493,13.8910019915525,0.5409,19.9733303472464,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Cluster maxima (POT)","zm",36.7992154872864,38.4584704609812,1.65925497369474,13.9379254550088,9.87590264957744,13.839501150723,0.5278,19.3942876939099,10000,"log",0.4,0.3,10000,NA,"auto",500,500,10000,4000,1,0.95,"empirical",0.95,"eti",243187,2010.41756534576
"Conventional","k",0.3,0.263884060694845,-0.0361159393051554,0.136099324675147,0.109533948222658,0.131226472725025,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Weighted GPD","k",0.3,0.31971363674604,0.0197136367460401,0.0916191247079889,0.0718013989099238,0.0894775791034794,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Cluster maxima (POT)","k",0.3,0.303373402291449,0.00337340229144879,0.103667913595192,0.0824668126131563,0.103618194054781,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Conventional","sigma",2.45807801464186,2.52302993938807,0.0649519247462108,0.315357529628547,0.24111200713865,0.361296297498266,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Weighted GPD","sigma",2.45807801464186,2.28412877800273,-0.173949236639124,0.306474949668565,0.252230587521535,0.299187540885159,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Cluster maxima (POT)","sigma",2.45807801464186,2.41150681444728,-0.0465712001945727,0.348109946399336,0.275270588979032,0.382130552802076,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Conventional","zm",29.2644256180987,29.5515853226251,0.287159704526383,14.0668440343218,7.79507522960189,14.0646159468435,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Weighted GPD","zm",29.2644256180987,29.6291426378032,0.364717019704542,6.86235532342693,5.19576644957986,6.85299922955984,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Cluster maxima (POT)","zm",29.2644256180987,29.754300813686,0.48987519558733,6.78144758047432,5.10785305238185,6.7640689560614,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,243257,5760.68086695671
"Conventional","k",0.3,0.263884060694845,-0.0361159393051554,0.136099324675147,0.109533948222658,0.131226472725025,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Weighted GPD","k",0.3,0.31971363674604,0.0197136367460401,0.0916191247079889,0.0718013989099238,0.0894775791034794,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Cluster maxima (POT)","k",0.3,0.303373402291449,0.00337340229144879,0.103667913595192,0.0824668126131563,0.103618194054781,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
