"approach","parameter","truth","mean_est","bias","rmse","mae","sd_est","coverage","ci_width","n_ok","dep_type","dep_par","k_true","n","r","r_label","n_exc","n_exc_nom","S","m","sigma","p_thresh","threshold","cred_mass","interval","seed","secs"
"Weighted GPD","zm",2.99247827247882,2.99147463430457,-0.00100363817424675,0.0443452833962747,0.0353768104728718,0.044336141456548,0.7917,0.123642359738132,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Cluster maxima (POT)","zm",2.99247827247882,3.00023616443593,0.0077578919571148,0.0441787292999364,0.03543897111671,0.0434944181634831,0.7465,0.119690178952068,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Conventional","k",-0.3,-0.297334539448489,0.00266546055151143,0.0430843390410251,0.0341181101245163,0.0430039594072779,0.9088,0.146289389688574,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Weighted GPD","k",-0.3,-0.297509640781491,0.00249035921850875,0.0415063692001352,0.0329409355427202,0.0414336634874074,0.9157,0.14406863176016,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Cluster maxima (POT)","k",-0.3,-0.311971415532485,-0.0119714155324849,0.0474436353734579,0.0372413808017206,0.045910723442905,0.881,0.142043936287056,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Conventional","sigma",0.407276157561634,0.405661546047192,-0.00161461151444183,0.0267834530771346,0.0213600686089613,0.0267528408773962,NA,NA,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Weighted GPD","sigma",0.407276157561634,0.405029896671138,-0.00224626089049586,0.0266020506366708,0.0212010781600897,0.0265645492890555,NA,NA,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Cluster maxima (POT)","sigma",0.407276157561634,0.419203857964912,0.0119277004032786,0.0316820958412708,0.0248496785507956,0.0294041094925089,NA,NA,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Conventional","zm",3.0564729933441,3.05893123548843,0.00245824214433013,0.0547426126795739,0.0432807588450451,0.0546901251555035,0.8356,0.166070997958982,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Weighted GPD","zm",3.0564729933441,3.05658711173524,0.000114118391131734,0.0512829759888433,0.0409078786196622,0.051285413351433,0.85,0.163021988900807,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Cluster maxima (POT)","zm",3.0564729933441,3.06310912423525,0.00663613089114749,0.0512274473730972,0.0410416937508961,0.0507983383416901,0.8132,0.15719407951347,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,4000,1,0.95,"empirical",0.95,"eti",243371,2577.91182565689
"Conventional","k",-0.3,-0.29855094643715,0.00144905356285028,0.0385368826019424,0.0307859603286685,0.0385115551287626,0.9075,0.128516340193971,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Weighted GPD","k",-0.3,-0.299088424705915,0.000911575294084999,0.0370647649863465,0.0295978883565848,0.0370554064110858,0.9161,0.126348088514918,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Cluster maxima (POT)","k",-0.3,-0.312047004892469,-0.0120470048924693,0.042612286156388,0.0335925379314996,0.0408759548997159,0.8729,0.124560808202938,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Conventional","sigma",0.407240823393,0.405966744092792,-0.00127407930020801,0.0241632742412495,0.0193363980746001,0.0241704441111531,NA,NA,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Weighted GPD","sigma",0.407240823393,0.405590011159954,-0.00165081223304603,0.0240173915646963,0.0192352543462644,0.0240287510847769,NA,NA,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Cluster maxima (POT)","sigma",0.407240823393,0.41855753465184,0.0113167112588404,0.0286915023507796,0.0226834108410243,0.0264755997290762,NA,NA,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Conventional","zm",2.99247827247882,2.99210956703213,-0.000368705446687951,0.0416506640808129,0.0332121250754157,0.0416511147053944,0.779,0.109094150960976,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Weighted GPD","zm",2.99247827247882,2.99002392994628,-0.00245434253253565,0.0393695268251754,0.0314269268601386,0.0392949138464078,0.7948,0.106873430408539,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Cluster maxima (POT)","zm",2.99247827247882,2.99853332785687,0.00605505537804764,0.038805495043769,0.0312032540294173,0.0383320973197299,0.7542,0.103618961664353,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,2000,1,0.95,"empirical",0.95,"eti",244702,1592.48015666008
"Conventional","k",-0.3,-0.29855094643715,0.00144905356285028,0.0385368826019424,0.0307859603286685,0.0385115551287626,0.9075,0.128516340193971,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Weighted GPD","k",-0.3,-0.299088424705915,0.000911575294084999,0.0370647649863465,0.0295978883565848,0.0370554064110858,0.9161,0.126348088514918,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Cluster maxima (POT)","k",-0.3,-0.312047004892469,-0.0120470048924693,0.042612286156388,0.0335925379314996,0.0408759548997159,0.8729,0.124560808202938,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Conventional","sigma",0.407240823393,0.405966744092792,-0.00127407930020801,0.0241632742412495,0.0193363980746001,0.0241704441111531,NA,NA,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Weighted GPD","sigma",0.407240823393,0.405590011159954,-0.00165081223304603,0.0240173915646963,0.0192352543462644,0.0240287510847769,NA,NA,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Cluster maxima (POT)","sigma",0.407240823393,0.41855753465184,0.0113167112588404,0.0286915023507796,0.0226834108410243,0.0264755997290762,NA,NA,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Conventional","zm",3.0564729933441,3.05696861401544,0.000495620671330888,0.0484109956406363,0.0386108082748128,0.048410879153243,0.8353,0.143739923184247,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Weighted GPD","zm",3.0564729933441,3.05458191281581,-0.00189108052829871,0.0453821601723464,0.0362594131871452,0.0453450095747407,0.849,0.140757647907418,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Cluster maxima (POT)","zm",3.0564729933441,3.06111957515573,0.00464658181162807,0.0449549353996695,0.0361091876638285,0.0447163890514573,0.824,0.13599284551132,10000,"log",0.9,-0.3,10000,NA,"auto",499.9999,500,10000,4000,1,0.95,"empirical",0.95,"eti",244702,3466.91652607918
"Conventional","k",-0.3,-0.299630433737877,0.000369566262123166,0.0310207918122775,0.0247010862137346,0.0310201413658222,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Weighted GPD","k",-0.3,-0.300726114548489,-0.000726114548489328,0.029631324199659,0.0235702458390294,0.0296239073904284,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Cluster maxima (POT)","k",-0.3,-0.312375809053666,-0.0123758090536659,0.0348746897370855,0.027342094317683,0.0326065891115665,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Conventional","sigma",0.407166159593209,0.406570507987592,-0.000595651605617294,0.0197491418392167,0.0157665079867965,0.0196755186114626,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Weighted GPD","sigma",0.407166159593209,0.406485851962966,-0.000680307630243594,0.0195609645193023,0.0156357742420611,0.0195031658194515,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Cluster maxima (POT)","sigma",0.407166159593209,0.418517731331138,0.0113515717379291,0.0240620237499523,0.0190413604391311,0.0212419952281332,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Conventional","zm",2.99247827247882,2.99179495452087,-0.00068331795794677,0.0344217935790384,0.0274879505760379,0.034416731409394,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Weighted GPD","zm",2.99247827247882,2.98948355197311,-0.00299472050570694,0.0325876530301257,0.0259974999633945,0.0324513803760856,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Cluster maxima (POT)","zm",2.99247827247882,2.99805982673397,0.00558155425514994,0.0318598566336637,0.0256016205815173,0.0313686964397001,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,2000,1,0.95,"empirical",NA,NA,244777,9919.65114402771
"Conventional","k",-0.3,-0.299630433737877,0.000369566262123166,0.0310207918122775,0.0247010862137346,0.0310201413658222,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Weighted GPD","k",-0.3,-0.300726114548489,-0.000726114548489328,0.029631324199659,0.0235702458390294,0.0296239073904284,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Cluster maxima (POT)","k",-0.3,-0.312375809053666,-0.0123758090536659,0.0348746897370855,0.027342094317683,0.0326065891115665,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Conventional","sigma",0.407166159593209,0.406570507987592,-0.000595651605617294,0.0197491418392167,0.0157665079867965,0.0196755186114626,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Weighted GPD","sigma",0.407166159593209,0.406485851962966,-0.000680307630243594,0.0195609645193023,0.0156357742420611,0.0195031658194515,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Cluster maxima (POT)","sigma",0.407166159593209,0.418517731331138,0.0113515717379291,0.0240620237499523,0.0190413604391311,0.0212419952281332,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Conventional","zm",3.0564729933441,3.05620131827788,-0.000271675066226743,0.0397696872331453,0.0317674899438294,0.039770747874779,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Weighted GPD","zm",3.0564729933441,3.05347932437437,-0.0029936689697374,0.0373006656228386,0.029793229075313,0.0371821980736992,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Cluster maxima (POT)","zm",3.0564729933441,3.06032563975763,0.00385264641352527,0.0366132608138333,0.0294017131555114,0.0364118190302358,NA,NA,10000,"log",0.9,-0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244777,4264.3542201519
"Conventional","k",-0.3,-0.300107152151788,-0.000107152151787884,0.026429644353667,0.0210387483724849,0.0264307487129185,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Weighted GPD","k",-0.3,-0.301449835958867,-0.00144983595886659,0.025111528589492,0.0199263113787839,0.0250708934576159,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Cluster maxima (POT)","k",-0.3,-0.312041249707343,-0.0120412497073432,0.030114378379423,0.023628743273219,0.0276036281436542,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Conventional","sigma",0.407068218881282,0.406883891050786,-0.000184327830496549,0.0168971377113098,0.013550763048168,0.0169109003703386,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Weighted GPD","sigma",0.407068218881282,0.407011358618814,-5.68602624684943e-05,0.0167158640652595,0.0134209712813773,0.0167423471343683,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Cluster maxima (POT)","sigma",0.407068218881282,0.418178333683446,0.0111101148021641,0.0213524320741746,0.0168816204942703,0.0182799524613087,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Conventional","zm",2.99247827247882,2.99196131756587,-0.000516954912953241,0.029020772903831,0.0231028467008396,0.0290176191265873,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Weighted GPD","zm",2.99247827247882,2.98976158537366,-0.00271668710516476,0.0275225817533197,0.0219346637016601,0.0273895442870892,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Cluster maxima (POT)","zm",2.99247827247882,2.99811131512517,0.00563304264635126,0.0270242017293602,0.0216524288560243,0.026431915826723,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244716,8936.73252391815
"Conventional","k",-0.3,-0.300107152151788,-0.000107152151787884,0.026429644353667,0.0210387483724849,0.0264307487129185,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Weighted GPD","k",-0.3,-0.301449835958867,-0.00144983595886659,0.025111528589492,0.0199263113787839,0.0250708934576159,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Cluster maxima (POT)","k",-0.3,-0.312041249707343,-0.0120412497073432,0.030114378379423,0.023628743273219,0.0276036281436542,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Conventional","sigma",0.407068218881282,0.406883891050786,-0.000184327830496549,0.0168971377113098,0.013550763048168,0.0169109003703386,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Weighted GPD","sigma",0.407068218881282,0.407011358618814,-5.68602624684943e-05,0.0167158640652595,0.0134209712813773,0.0167423471343683,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Cluster maxima (POT)","sigma",0.407068218881282,0.418178333683446,0.0111101148021641,0.0213524320741746,0.0168816204942703,0.0182799524613087,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Conventional","zm",3.0564729933441,3.05615882147637,-0.000314171867737313,0.0335098708806617,0.0266232425496602,0.0335100736343512,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Weighted GPD","zm",3.0564729933441,3.05351541222315,-0.00295758112095289,0.031439607674128,0.0249991214731539,0.0313017511423647,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Cluster maxima (POT)","zm",3.0564729933441,3.06031692541676,0.00384393207265061,0.0308122864421792,0.0245798669824134,0.0305731034322834,NA,NA,10000,"log",0.9,-0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244716,8174.77951312065
"Conventional","k",0.3,0.290351002676997,-0.00964899732300294,0.199929348748749,0.157493517170185,0.199706358448398,0.9133,0.67467536534266,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Weighted GPD","k",0.3,0.292375762207553,-0.00762423779244684,0.195666262862934,0.155080368123835,0.195527441856336,0.9181,0.670505077586489,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Cluster maxima (POT)","k",0.3,0.280597666282575,-0.019402333717425,0.213536736004775,0.167904399922109,0.212664077057828,0.8956,0.676236284626602,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Conventional","sigma",2.45302237270948,2.47879700710854,0.025774634399059,0.594960360596277,0.464094447164983,0.619358370697236,NA,NA,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Weighted GPD","sigma",2.45302237270948,2.42514161718776,-0.0278807555217187,0.584568395535556,0.460201111515517,0.606306559709425,NA,NA,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Cluster maxima (POT)","sigma",2.45302237270948,2.64773198581975,0.194709613110263,0.755863946147275,0.553200371504848,0.752352192011093,NA,NA,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Conventional","zm",29.2644256180987,32.1353187548544,2.87089313675569,17.6071844489169,10.4688950112862,17.3724234614864,0.8009,49.389006018398,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Weighted GPD","zm",29.2644256180987,31.1760716579672,1.91164603986849,14.1885464459246,9.62222251292979,14.0598800737839,0.8131,46.8014139887906,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Cluster maxima (POT)","zm",29.2644256180987,32.8917421275596,3.62731650946088,16.0704286560198,10.5264431157775,15.6564927332045,0.7877,50.2819793974919,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",241841,104.345072507858
"Conventional","k",0.3,0.290351002676997,-0.00964899732300294,0.199929348748749,0.157493517170185,0.199706358448398,0.9133,0.67467536534266,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",241841,110.265843868256
"Weighted GPD","k",0.3,0.292375762207553,-0.00762423779244684,0.195666262862934,0.155080368123835,0.195527441856336,0.9181,0.670505077586489,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",241841,110.265843868256
"Cluster maxima (POT)","k",0.3,0.280597666282575,-0.019402333717425,0.213536736004775,0.167904399922109,0.212664077057828,0.8956,0.676236284626602,10000,"log",0.9,0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",241841,110.265843868256
